Sample	X_reads	Y_reads	Species	Read_ratio	Sex	Y_cov	X_cov	Cov_ratio	Group	Nr
LE_Val_926	2592	139	LE	0.053626543209876545	F	6.212717549031974e-4	0.0028760972000128537	0.2160120857182507	LE_Val	926
LE_Val_927	13195	10745	LE	0.8143236074270557	M	0.04802564752830831	0.014641243269355557	3.2801618445085907	LE_Val	927
LE_Val_928	44228	1439	LE	0.032535950076874376	F	0.006431727016587777	0.04907562768602179	0.13105745804693447	LE_Val	928
LE_Val_929	33659	869	LE	0.025817760480109333	F	0.0038840658633876152	0.03734820820032123	0.10399604293076121	LE_Val	929
LTM.2113	24331	837	LT_parental	0.03440055895770827	F	0.003741039272330764	0.026997809017558928	0.13856825455345856	LTM_2113	
LTM.AMU.1846	15712	10044	LT_parental	0.6392566191446029	M	0.04489247126796917	0.017434120064275447	2.5749777506671587	LTM_AMU	1846
LTM.AMU.1847	18814	12005	LT_parental	0.6380886573828001	M	0.05365731955117183	0.02087611601892046	2.570273105521213	LTM_AMU	1847
LTM.AMU.1848	15311	7323	LT_parental	0.47828358696362094	M	0.03273074144716629	0.016989168298378397	1.9265652604248094	LTM_AMU	1848
LTM.AMU.1849	25174	13596	LT_parental	0.540081035989513	M	0.06076842287527965	0.027933206370803848	2.175490420562517	LTM_AMU	1849
LTM.KAM.1851	2423	180	LT_parental	0.07428807263722657	F	8.04524574694788e-4	0.002688573887203374	0.2992384098216642	LTM_KAM	1851
LTM.KAM.1852	5955	218	LT_parental	0.036607892527287994	F	9.743686515747988e-4	0.006607700164381383	0.14745957403259682	LTM_KAM	1852
LTM.KAM.1853	7764	7569	LT_parental	0.9748840803709428	M	0.033830258365915834	0.008614976335223687	3.926912512527225	LTM_KAM	1853
LTM.KAM.1854	24626	985	LT_parental	0.03999837570047917	F	0.004402537255968701	0.02732514261092459	0.16111671652204176	LTM_KAM	1854
LTM.KOL.1855	48749	32956	LT_parental	0.6760343801924142	M	0.14729951046467463	0.054092153705025695	2.723121568941875	LTM_KOL	1855
LTM.KOL.1856	35205	1304	LT_parental	0.03704019315438148	F	0.005828333585566686	0.039063658150637545	0.14920091618382042	LTM_KOL	1856
LTM.KOL.1857	31636	892	LT_parental	0.028195726387659627	F	0.003986866225709727	0.03510347647361367	0.11357468337093468	LTM_KOL	1857
LTM.KOL.1858	39951	2179	LT_parental	0.05454181372180922	F	0.00973921693477746	0.04432984538492034	0.219698869919597	LTM_KOL	1858
LTM.KOL.1859	108303	4840	LT_parental	0.044689436119036405	F	0.021632771897348742	0.12017359377044448	0.18001269013117516	LTM_KOL	1859
LTM.KOL.1860	31303	1014	LT_parental	0.03239306136792001	F	0.004532155104113972	0.03473397787500091	0.13048189068421964	LTM_KOL	1860
LTM.KOL.1861	12034	684	LT_parental	0.05683895629051022	F	0.003057193383840194	0.013352991398516466	0.2289519473651314	LTM_KOL	1861
