Sample #	Day	Month	Year	Place	ETRS-TM 35FIN		Cause of Death	Hunter's evaluation		Sex	Age	Sender	Notes	Tissue -80 deg	Extracted DNA -20 deg	Purified DNA	MtDNA	Results checked	Nuclear DNA					NGS/Vienna	SNP chip/Sweden
					N	E		Species	Code 1-5								Cytb		Tshd	Tg	Mgf	Sptbn1	Prck1		
694	20	11	2014	Kuhmo, Jyrkäntie, Kylkelä	7105038	624948	hunted	LT	1			Pentti Willman		1	1	1	LT	1							
695	21	11	2014	Kuhmo, Hukkajärventie, Heikkilä (Mustalampi)	7113728	629014	hunted	LT	1			Pentti Willman		1	1		LT	1							
696	23	11	2014	Kuhmo, Hukkajärventie, Heikkilä (Mustalampi)	7113728	629014	hunted	LT	1			Pentti Willman		1	1	1	LT	1							
697	23	11	2014	Kuhmo, Hukkajärventie, Heikkilä (Mustalampi)	7113728	629014	hunted	LT	1			Pentti Willman		1	1		LT	1							
698	25	11	2014	Kuhmo, Kaskelantie	7117141	613843	hunted	LT	1			Pentti Willman		1	1		LT	1							
699	17	12	2014	Kuhmo, Kaskelantie	7117141	613843	hunted	LT	1			Pentti Willman		1	1		LT	1							
700	19	12	2014	Kuhmo, Jyrkäntie, Kylkelä	7105038	624948	hunted	LT	1			Pentti Willman		1	1		LT	1							
701	12	5	2015	Kauhajoki, Aronkylä, Tökerötie	6934145	253791	hit by car	LT	1			Pilvi Vuolle		1	1		LT	1							
702	21	9	2014	Kauhajoki	6930830	251092	hunted	LT?	3			Pilvi Vuolle		1	1		LT	1							
703	21	1	2015	Kauhajoki, Kirkonkylä	6930830	251092	hunted	LE	5			Pilvi Vuolle		1	1		LE	1							
704	21	9	2014	Kauhajoki, Kantokylä	6931919	246716	hunted	LE	5			Pilvi Vuolle		1	1		LE	1							
705	14	12	2014	Kauhajoki, Luomankylä	6933970	248430	hunted	LE	5			Pilvi Vuolle		1	1		LE	1							
706			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	Paljon mustaa kärjessä	1	1		LE	1							
707			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	Valkea korva	1	1		LT	1							
708			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	Paljon mustaa kärjessä	1	1		LE	1							
709			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	Korva puoliksi valkea, kärjessä vain vähän mustaa	1	1		LT	1							
710	28	12	2014	Orivesi, Löytäne	6829447	382786	hunted	LT	1			Esko Apo		1	1		LT	1							
711	1	1	2015	Orivesi, Löytäne	6829447	382786	hunted	LT	1			Esko Apo		1	1		LT	1							
712	21	1	2015	Tuusula, Vanhakylä	6707252	391240	hunted	LE	4			Esko Apo		1	1		X	1							
713	21	1	2015	Tuusula, Vanhakylä	6707252	391240	hunted	LE	4			Esko Apo		1	1	1	LE	1							
714	22	1	2015	Tuusula, Vanhakylä	6707252	391240	hunted	LE	5			Esko Apo		1	1		LE	1							
715	23	1	2015	Tuusula, Vanhakylä	6707252	391240	hunted	LE	5			Esko Apo		1	1	1	LE	1							
716	24	1	2015	Tuusula, Ruskeala	6703918	391254	hunted	LE	4			Esko Apo		1	1	1	X	1							
717	24	1	2015	Tuusula, Ruskeala	6703918	391254	hunted	LE	5			Esko Apo		1	1	1	LE	1							
718	31	1	2015	Orivesi, Västilä	6836417	378431	hunted	LT	1			Esko Apo		1	1	1	LT	1							
719	1	2	2015	Orivesi, Löytäne	6829447	382786	hunted	LE	5			Esko Apo		1	1		LE	1							
720	1	2	2015	Orivesi, Löytäne	6829447	382786	hunted	LT	1			Esko Apo		1	1		LT	1							
721	1	2	2015	Orivesi, Löytäne	6829447	382786	hunted	LT	1			Esko Apo		1	1		LT	1							
722	21	2	2015	Orivesi, Löytäne	6829447	382786	hunted	LT	1			Esko Apo		1	1		LT	1							
723	24	2	2015	Tuusula, Vanhakylä	6707252	391240	hunted	LE	5			Esko Apo		1	1		LE	1							
724	25	2	2015	Tuusula, Vanhakylä	6707252	391240	hunted	LE?	3			Esko Apo	Rusakkomainen, pitkä, korvan taus poikkeuksellisen vaalea	1	1		LE	1							
725			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LT	1			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LT	1							
726			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LT	1			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LT	1							
727			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LT	1			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LT	1							
728			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LT	1			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LT	1							
729			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LT	1			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LT	1							
730			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LE	5			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LE	1							1
731			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LE	5			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LE	1							
732			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LE	5			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LE	1							
733			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LT	1			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LT	1							
734			2015	Lappeenranta, Pulsa	6755283	552961	hunted	LT	1			Riku Aapro	Useita näytteitä samassa pussissa	1	1		LT	1							
735	8	2	2015	Ii	7245385	424302	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
736	12	9	2014	Kuusamo, Lämsänkylä	7304705	634018	hunted	LT	1			Kimmo Keltamäki		1	1	1	X	1							
737	29	11	2014	Kuivaniemi	7274130	416420	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
738	18	10	2014	Kuivaniemi	7274130	416420	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
739	6	9	2014	Kuivaniemi	7274130	416420	hunted	LT	1			Kimmo Keltamäki		1	1	1	LT	1							
740	4	1	2015	Ii, Ojakylä	7241524	423232	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
741	18	2	2015	Ii, Koni	7247049	421662	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
742	7	9	2014	Kuivaniemi	7274130	416420	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
743	21	2	2015	Ii, Pihlajakari	7251849	399238	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
744	2	1	2015	Ii, Koirankari	7247769	420075	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
745	27	9	2014	Kuivaniemi	7274130	416420	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
746	11	9	2014	Kuusamo, Lämsänkylä	7304705	634018	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							1
747	7	12	2014	Ii, Pihlajakari	7251849	399238	hunted	LT	1			Kimmo Keltamäki		1	1	1	X	1							
748	18	11	2014	Ii	7245385	424302	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
749	5	10	2014	Kuivaniemi	7274130	416420	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
750	23	11	2014	Ii	7245385	424302	hunted	LT	1			Kimmo Keltamäki		1	1		LT	1							
751			2015	Liminka, Heinijärvi	7176932	422636	hunted	LT	1			Jyrki Oikarinen		1	1		LT	1							
752			2015	Liminka, Heinijärvi	7176932	422636	hunted	LT	1			Jyrki Oikarinen		1	1	1	X	1							
753			2015	Liminka, Heinijärvi	7176932	422636	hunted	LT	1			Jyrki Oikarinen		1	1		LT	1							
754			2015	Liminka, Heinijärvi	7176932	422636	hunted	LT	2			Jyrki Oikarinen	Vähän erikoisemman värinen, nuori jänis?	1	1		LT	1							
755	1	1	2015	Tuusniemi, Viitajärven kylä	6966059	564382	hunted	LE	5			Toimi Kokkonen		1	1		LE	1							
756	1	1	2015	Tuusniemi, Viitajärven kylä	6966059	564382	hunted	LE	5			Toimi Kokkonen		1	1		LE	1							
757	5	1	2015	Vehmersalmi	6959455	552542	hunted	LE	5			Toimi Kokkonen		1	1		LE	1							
758	17	1	2015	Vesilahti, Kehro, Lepolantie	6791671	310538	hunted	LE?	3			Antti Nuutero		1	1		LE	1							
759	17	1	2015	Vesilahti, Kehro, Lepolantie	6791671	310538	hunted	LE?	3			Antti Nuutero		1	1	1	LE	1							
760	31	12	2014	Vesilahti	6801489	319414	hunted	LE	5			Antti Nuutero		1	1	1	X	1							
761	30	11	2014	Vieremä, Halkomäki	7058326	508546	hunted	LT	1			Markus Laakso		1	1		LT	1							
762	15	11	2014	Vieremä, Kaarteenmäki	7061180	507745	hunted	LE	4			Markus Laakso		1	1		LE	1							
763	9	11	2014	Rautalampi, Pukkiharju	6949468	488680	hunted	LE	5			Jere Haaraoja		1	1		LE	1							
764	31	1	2015	Pukkiharju	6949468	488680	hunted	LE	5			Erkki Matilainen		1	1		LE	1							
765	28	2	2015	Liminka, Heinijärvi	7176932	422636	hunted	LT	1			Jyrki Oikarinen		1	1		LT	1							
766	1	2	2015	Tuusniemi	6965565	575862	hunted	LE	5			Tomi Kokkonen		1	2	1	LT	1							1
767	24	1	2015	Tuusniemi, Kosula, Nurkkalantie 165	6946525	573281	hunted	LE	5			Teuvo Parkkonen		1	1		LE	1							
768			2015	Mikkeli, Lintuniemi	6813497	516751	hunted	LT	1			Osmo Siilin	Näytteet mahd. pilalla, voimakas haju	1	1		LT	1							
769			2015	Puumala, Löykkiö	6821484	562768	hunted	LT	1			Osmo Siilin	Näytteet mahd. pilalla, voimakas haju	1	1		LT	1							
770			2015	Ruokolahti, Rautionhovi	6800320	603855	hunted	LT?	3			Osmo Siilin		1	1		LT	1							
771	9	1	2015	Siikajoki, Tuomioja	7166052	639305	hunted	LE	5			Ei yhteystietoja	Voimakas haju, näytteet leikattu korvan yläosasta	1	1		LE	1							1
772	9	1	2015	Siikajoki, Tuomioja	7166052	639305	hunted	LE	5			Ei yhteystietoja	Voimakas haju, näytteet leikattu korvan yläosasta	1	1		LE	1							
773	9	1	2015	Siikajoki, Tuomioja	7166052	639305	hunted	LE?	3			Ei yhteystietoja	Voimakas haju, näytteet leikattu korvan yläosasta	1	1		LE	1							
774	9	1	2015	Siikajoki, Tuomioja	7166052	639305	hunted	LE	5			Ei yhteystietoja	Voimakas haju, näytteet leikattu korvan yläosasta	1	1		LE	1							
775	9	1	2015	Siikajoki, Tuomioja	7166052	639305	hunted	LE?	3			Ei yhteystietoja	Voimakas haju, näytteet leikattu korvan yläosasta	1	1		LE	1							
776	24	1	2015	Siikajoki, Tuomioja	7166052	639305	hunted	LE	5			Ei yhteystietoja	Voimakas haju, näytteet leikattu korvan yläosasta	1	1		LE	1							
777	27	1	2014	Siikajoki, Tuomioja	7166052	639305	hunted	LE	5			Ei yhteystietoja	Voimakas haju, näytteet leikattu korvan yläosasta	1	1		LE	1							
778	3	10	2014	Saarijärvi, Kuoppala	6956172	392406	hunted	LT	1			Erkki Vuorinen		1	1		LT	1							
779	5	12	2014	Saarijärvi, Kuoppala	6956172	392406	hunted	LT	1			Erkki Vuorinen		1	1		LT	1							
780			2015	Karijoki	6919774	225687	hunted	LE	5			Jari Muurimäki		1	1		LE	1							
781	20	1	2015	Mikkeli, Porrassalmenkadun ja Pillipiiparinkujan risteys	6842010	514996	hit by car	LE	5			Ei yhteystietoja		1	1		LE	1							
782	14	3	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LE	5	M	AD	UEF	Matilda	1	1		LE	1							
783	4	3	2015	Joensuu, Botania	6944238	639754	seurantaeläin	LT	1	M	AD	UEF	Arsi	1	1		LT	1							
784	25	2	2015	Ilomantsi, Kelovaara	6998011	682531	hunted	LT	1			Jaakko Pohjoismäki		1	1		LT	1							
785	25	9	2014	Limingan kylä	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1	1		LT	1							
786	10	10	2014	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1	1	X	1							
787	10	10	2014	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
788	12	10	2014	Limingan kylä	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1	1	1	LT	1							
789	26	10	2014	Limingan kylä	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1	1	1	LT	1							
790	6	11	2014	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1	1	LE	1							
791	9	11	2014	Limingan kylä	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1	1		LT	1							
792	10	11	2014	Limingan kylä	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1	1		LT	1							
793	27	11	2014	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
794	13	12	2014	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
795	13	1	2015	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1	1	LE	1							
796	18	1	2015	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
797	23	1	2015	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
798	31	1	2015	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
799	13	2	2015	Limingan kylä	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
800	22	1	2015	Lappajärvi, Itäkylä	7017896	332589	hit by car	LE	4			Mattias Kanchos		1	1		LE	1							1
801			2015	Liminka, Heinijärvi	7176684	421667	hunted	LE?	3			Jyrki Oikarinen	Korva vaalea, kärjen tumma osa rusakkomainen	1	1		LE	1							
802	7	12	2014	Punkaharju, Kontusentie	6827850	601008	hunted	LT	1			Eija Ristola		1	1		LT	1							
803	7	12	2014	Punkaharju, Kontusentie	6827850	601008	hunted	LT	1			Eija Ristola		1	1		LT	1							
804	1	10	2014	Inari, Juutua	7642510	498207	hunted	LT	1			Miiko Sokka		1	1		LT	1							
805	14	12	2014	Varpaisjärvi, Ruunakorpi	7024013	543322	hunted	LE	5			Eija Järveläinen		1	1		LE	1							
806	27	9	2014	Lapinlahti, Urimolahti	7024669	545455	hunted	LE	5			Eija Järveläinen		1	1	1	LT	1							
807	30	1	2015	Varpaisjärvi, Urimolahti	7025929	537736	hunted	LE	5			Eija Järveläinen		1	1	1	LT	1							
808	1	11	2014	Ilomantsi, Haukivaara	6941874	702766	hunted	LT	1			Ismo Pölönen	Näytteet samassa pussissa	1	1	1	LT	1							
809	1	11	2014	Ilomantsi, Haukivaara	6941874	702766	hunted	LT	1			Ismo Pölönen	Näytteet samassa pussissa	1	1	1	LT	1							
810	1	11	2014	Ilomantsi, Haukivaara	6941874	702766	hunted	LT	1			Ismo Pölönen	Näytteet samassa pussissa	1	1		LT	1							
811	1	11	2014	Ilomantsi, Haukivaara	6941874	702766	hunted	LT	1			Ismo Pölönen	Näytteet samassa pussissa	1	1		LT	1							
812	1	11	2014	Ilomantsi, Haukivaara	6941874	702766	hunted	LT	1			Ismo Pölönen	Näytteet samassa pussissa	1	1		LT	1							
813	1	11	2014	Ilomantsi, Haukivaara	6941874	702766	hunted	LT	1			Ismo Pölönen	Näytteet samassa pussissa	1	1		LT	1							
814	1	11	2014	Ilomantsi, Haukivaara	6941874	702766	hunted	LT	1			Ismo Pölönen	Näytteet samassa pussissa	1	1		LT	1							
815	4	2	2015	Hirvensalmi, Ripatinkylä	6830216	481065	hunted	LT	1			Juha Kämppi		1	1		LT	1							
816	27	11	2014	Hirvensalmi, Hurrila	6839300	479438	hunted	LT	1			Juha Kämppi		1	1		LT	1							
817	12	9	2014	Hirvensalmi, Tuukkala	6843393	477452	hunted	LT	1			Juha Kämppi		1	1		LT	1							
818	3	9	2014	Hirvensalmi, Vahvamäki	6837761	481968	hunted	LT	1			Juha Kämppi		1	1		LT	1							
819	14	12	2014	Hirvensalmi, Hurrila	6839300	479438	hunted	LE	5			Juha Kämppi		1	1		LE	1							
820	23	11	2014	Hirvensalmi, Hurrila	6839300	479438	hunted	LT	1			Juha Kämppi		1	1		LT	1							
821	7	9	2014	Hirvensalmi, Tuukkala	6843393	477452	hunted	LT	1			Juha Kämppi		1	1		LT	1							
822	1	10	2014	Hirvensalmi, Hämeenmäki	6838581	477912	hunted	LT	1			Juha Kämppi		1	1		LT	1							
823	23	11	2014	Hirvensalmi, Hurrila	6839300	479438	hunted	LE	5			Juha Kämppi		1	1		LE	1							
824	27	11	2014	Hirvensalmi, Hurrila	6839300	479438	hunted	LT	1			Juha Kämppi		1	1		LT	1							
825	23	2	2014	Hirvensalmi	6834462	488203	hunted	LT	1			Jorma Sanisalo		1	1	1	X	1							
826	21	10	2014	Puolanka, Tossuperä	7207637	523930	hunted	LT	1			Marja Niemi		1	1		LT	1							
827	8	11	2014	Vihanti	7152557	403480	hit by car	LE	5			Mervi Kunnasranta ja Sari Oksanen		1	1		LE	1							
828	4	10	2014	Hirvensalmi	6834462	488203	hunted	LT	1			Jarmo Liukkonen		1	2	1	LT	1							1
829	17	1	2015	Hirvensalmi	6834462	488203	hunted	LE	4			Jarmo Liukkonen		1	1		LE	1							
830	1	2	2015	Hirvensalmi	6834462	488203	hunted	LT	1			Jarmo Liukkonen		1	1		LT	1							
831	2	1	2015	Hirvensalmi	6834462	488203	hunted	LE	5			Veini Tyyskä		1	1		LE	1							
832	19	12	2014	Joensuu, Botania	6944238	639754	Seurantaeläin	LT	1	F	AD	UEF	Iikka	1	1		LT	1							
833	11	3	2015	Joensuu, Pilkko	6946889	639305	Seurantaeläin	LT	1	M	AD	UEF	Torkel	1	1		LT	1							
834	1	2	2015	Hirvensalmi	6834462	488203	hunted	LT	1			Veini Tyyskä		1	1		LT	1							
835			2015	Mikkeli, Vehmaskylä	6852997	521480	hunted	LT	2			Jarmo Liukkonen		1	1		LT	1							
836	7	2	2015	Hirvensalmi	6834462	488203	hunted	LE?	3			Veini Tyyskä		1	1		LE	1							
837	31	12	2014	Hirvensalmi	6834462	488203	hunted	LE	4			Jarmo Liukkonen		1	1		LE	1							
838	25	1	2015	Hirvensalmi	6834462	488203	hunted	LE	5			Veini Tyyskä		1	1		LE	1							
839	15	1	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LE	5	F	AD	UEF	Solja	1	1		LE	1							
840	31	3	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LT	1	M	AD	UEF	Irmeli	1	1		LT	1							
841	17	12	2014	Joensuu, Botania	6944238	639754	Seurantaeläin	LT	1	M	AD	UEF	Ilkka	1	1		LT	1							
842	1	12	2014	Joensuu, Botania	6944238	639754	Seurantaeläin	LT	1	F	AD	UEF	Oskari	1	1		LT	1							
843	13	3	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LE?	3	M	AD	UEF	Ernesti	1	1		LE	1							
844	13	2	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LE	5	M	AD	UEF	Anelma	1	1		LE	1							
845	21	3	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LT	1	M	AD	UEF	Kaapo	1	1		LT	1							
846	8	4	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LT	1	F	AD	UEF	Rea	1	1		LT	1							
847	11	12	2014	Joensuu, Botania	6944238	639754	Seurantaeläin	LE	5	M	AD	UEF	Tatu	1	1	1	X	1							
848	30	3	2015	Joensuu, Botania	6944238	639754	Seurantaeläin	LE	5	M	AD	UEF	Ahvo	1	1		LE	1							
849	15	7	2015	Joensuu, Linnunlahti	6944552	640042	found dead	LE	5			Mervi Kunnasranta & Helmi	rusakon poikanen	1	1	1	LT	1							
850	26	7	2005	Vantaa	6686279	389828	found dead	LE	5			Marja Niemi		1	1	1	LE	1							
851	26	1	2016	Joensuu, Botania	6944238	639754	Seurantaeläin	LE	5	M	AD	UEF	Annukka	1	1		LE	1							
852	23	12	2015	Joutsa	6845568	453041	found dead	LE	5	M	JUV	Evira	E20151229-017	1	1		LE	1							
853	11	12	2015	Oulun pyhäjärvi	7210861	427992	found dead	LE	5	M	JUV	Evira	E20151215-026	1	1		LE	1							
854	3	11	2016	Pieksämäki, Naarajärvi	6906164	503104	found dead	LE	4	F	AD	Evira	E20151105-042	1	1		LE	1							
855	11	1	2015	Loviisa	6702641	457298	found dead	LE	5	M		Evira	E20150115-037, sukupuoli uros	1	1		LE	1							
856	9	10	2015	Pyhtää	6706316	474993	found dead	LE	5	M	JUV	Evira	E20151013-027	1	1		LE	1							
857	7	9	2015	Helsinki, Hietaniemen hautausmaa	6672574	383697	found dead	LE	5	F	JUV	Evira	E20120908-048	1	1		X	1							
858			2015	Kuusankoski	6752483	479619	found dead	LE	4	F	JUV	Evira	E20151029-130	1	1		X	1							
859	13	10	2015	Kotka	6703258	496764	found dead	LE	5	F	JUV	Evira	E20151014-038	1	1		LE	1							
860	5	10	2015	Salo	6700495	286552	found dead	LE	5	F	JUV	Evira	E20151007-106	1	1		LE	1							
861	30	12	2015	Salo	6700495	286552	found dead	LE	5	M	JUV	Evira	E20151231-046	1	1		X	1							
862	1	9	2015	Salo	6700495	286552	found dead	LE	5	M	JUV	Evira	E20151007-106	1	1		LE	1							
863	12	10	2015	Mäntyharju	6809385	493347	found dead	LE	5	F	JUV	Evira	E20151014-040	1	1		LE	1							
864	30	7	2015	Alvettula	6787783	364921	hunted	LE	5			Kimmo Honkamäki		1	1		X	1							
865	5	12	2015	Alvettula	6787783	364921	hunted	LE	5			Kimmo Honkamäki		1	1		X	1							
866			2015	Alvettula	6787783	364921	hunted	LE	5			Kimmo Honkamäki		1	1		X	1							
867	7	2	2015	Alvettula	6787783	364921	hunted	LE	5			Kimmo Honkamäki		1	1		X	1							
868	23	3	2015	Alvettula	6787783	364921	hunted	LE	5			Kimmo Honkamäki		1	1		X	1							
869	22	11	2015	Nummela	6691767	352385	found dead	LE	5	M	JUV	Evira	E20151125-024	1	1		LE	1							
870			2015	Nurmijärvi, Palojoki	6704740	379420	found dead	LE	5	M	JUV	Evira	E20150930-061	1	1		LE	1							
871	6	11	2015	Hyvinkää, Kytäjä, Nukarinojantie 88	6723593	382992	found dead	LE	4	M	JUV	Evira	E20151106-037	1	1		X	1							
872	7	9	2015	Hietaniemen hautausmaa	6672574	383697	found dead	LE	5	M	JUV	Evira	E20150908-048	1	1		LE	1							
873	25	9	2015	Hämeenlinna	6765016	362869	found dead	LE	5	M	JUV	Evira	E20151007-049	1	1		LE	1							
874	4	10	2015	Hyvinkää	6723593	382992	found dead	LE	5	F	AD	Evira	E20151007-102	1	1		X	1							
875			2016	Oulu	7210861	427992	hunted	LE	5					1	1		LE	1							
876	11	10	2015	Oulu, Oulunsuu	7210322	431147	found dead	LE	5	M	AD	Evira	E20151012-032	1	1		X	1							
877	13	11	2015	Peräseinäjoki, Amerikanneva	6938075	304602	hunted	LE	5			Teuvo Toivonen	5.7 kg	1	1		LE	1							
878	22	11	2015	Peräseinäjoki, Haukineva	6942301	291462	hunted	LE	5			Teuvo Toivonen	3.8 kg	1	1		X	1							
879	28	12	2015	Oulu	7210861	427992	found dead	LE	5	M	AD	Evira	E20151229-020	1	1		LE	1							
880	13	10	2015	Tampere	6822513	327629	found dead	LE	5	F	AD	Evira	E20151015-032	1	1		LE	1							
881	8	9	2015	Vaala, Niemenkuja	7159534	492364	found dead	LE	5	M	JUV	Evira	E20150910-038	1	1		LE	1							
882	26	8	2015	Oulu, Peltola	7210725	430207	found dead	LE	5	M	JUV	Evira	E20150826-020, sukupuoli uros	1	1		X	1							
883	9	9	2015	Oulu	7210861	427992	found dead	LE	5			Antero Okkonen	E20150910-103	1	1		LE	1							
884	24	1	2016	Kristiinankaupunki	6917461	208484	hunted	LE	5				3.4 kg	1	1		X	1							
885	24	1	2016	Kristiinankaupunki	6917461	208484	hunted	LE	5				3.9 kg	1	1		LE	1							
886	28	2	2016	Karijoki	6919774	225687		LE	5					1	1		LE	1							
887	19	8	2015	Joensuu, Kottaraisentie 5	6945005	640444	found dead	LE	5	M	JUV	UEF	Toimitettu Eviraan	1	1		LE	1							
888	3	2	2016	Linnunlahti, Joensuu	6944552	640042	found dead	LE	5			Mervi + Helmi		1	1		LE	1							
889	12	7	2015	Joensuu, Kuusitie	6944285	641652	lopetettu, huonokuntoinen	LE	5			Mervi Kunnasranta	Toimitettu Eviraan	1	1		X	1							
890	1	1	2016	Joensuu, Saukonkatu 15	6944285	641652	found dead	LE	5			T. Tahvanainen	Toimitettu Eviraan	1	1		X	1							
891	18	9	2015	Joensuu	6944285	641652	found dead	LE	5			Mervi Kunnasranta		1	1		LE	1							
892	30	10	2015	Juankoski, Kellolahti	6996222	570224	hunted	LE?	3			Eljas Pylväs	oli osaksi ruskea pää kuin rusakolla	1	1		X	1							
893			2016	Joensuu	6944285	641652	hunted	LE	5				Riikan hakema, suolistettu	1	1		X	1							
894	26	2	2016	Valtimo	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1		LT	1							
895	10	6	2015	Juuka	7014304	613232	found dead	LE	5	F	JUV	Evira	E20151007-029	1	1		X	1							
896	10	4	2015	Liperi	6935958	621824	hunted	LE	5			Eeva Kuhlman		1	1		X	1							
897	25	1	2015	Valtimo, Haapakylä	7059240	589907	hunted	LE	5			Väinö K. 		1	1		LT	1							
898	27	9	2015	Juuka	7014304	613232	found dead	LE	5	F	AD	Evira	E20150930-014	1	1		LE	1							
899	10	8	2015	Maaninka	7002977	515123	found dead	LE	5	M	JUV	Evira	E20151013-004	1	1		LT	1							
900	21	9	2015	Juva	6863056	545055	found dead	LE	5	F	JUV	Evira	E20150924-033	1	1		X	1							
901			2015	Kuopio	6973853	535023	found dead	LE	5	M	JUV	Evira	E20151102-130	1	1		LE	1							
902	11	4	2015	Lieksa	7024581	651669	found dead	LE?	3	F	JUV	Evira	E20151105-041	1	1		LE	1							
903	28	9	2015	Tohmajärvi, Peräkorventie	6909436	675994	found dead	LE	5	M	JUV	Evira	E20150930-062	1	1		X	1							
904	15	2	2015	Mikkeli, Anttola	6827447	533540	found dead	LE	5	M	AD	Evira	E20151218-020	1	1		LE	1							
905	27	9	2015	Rautavaara, Varpaisjärventie 45	7041801	563566	found dead	LE	5	M	JUV	Evira	E20150929-023	1	1		LE	1							
906	10	5	2015	Vieremä	7075370	496622	found dead	LE	5	F	JUV	Evira	E20151021-077	1	1		LE	1							
907	13	8	2015	Juuka, Joensuunkylä	7012451	616847	found dead	LE?	3	F	JUV	Evira	E20150902-098	1	1		LT	1							
908	19	8	2015	Sotkamon kirkonkylä	7112462	567550	found dead	LE	5	F	JUV	Evira	E20150821-059	1	1		LE	1							
909	25	9	2015	Kitee, Suorlahti, Orpolan tila	6890920	655221	found dead	LE	5	M	JUV	Evira	E20150929-018	1	1		LE	1							
910	10	9	2015	Liperi	6935958	621824	found dead	LE	5	M	JUV	Evira	E20151014-028	1	1		LE	1							
911			2016	Joensuu	6944285	641652	hunted	LE	5				Riikka hakenut	1	1		LE	1							
912			2016	Joensuu	6944285	641652	hunted	LE	5				Riikka hakenut	1	1		LE	1							
913			2016	Joensuu	6944285	641652	hunted	LE	5				Riikka hakenut	1	1		LE	1							
914			2016	Joensuu	6944285	641652	hunted	LE	5				Riikka hakenut	1	1		LE	1							
915			2016	Joensuu	6944285	641652	hunted	LE	5				Riikka hakenut	1	1		LE	1							
916	31	10	2015	Joensuu, Kottaraisentie 5	6944610	639703	found dead	LE	5	F	AD	Evira	E20151103-052, sama kuin 887	1	1		LE	1							
917	26	2	2016	Valtimo, Haapajärven ranta	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1		LT	1							
